,X,Director,Category,Cast1,Cast2,Cast3,Duration,Rating
1409,49,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1410,1,Gore Verbinski,Action | Adventure | Fantasy,Johnny Depp,Orlando Bloom,Keira Knightley,151 mins.,7.3
1411,4,Zack Snyder,Action | Fantasy | War,Gerard Butler,Lena Headey,David Wenham,117 mins.,7.7
1412,6,John Lasseter,Animation | Adventure | Comedy | Family | Sport,Joe Ranft,Owen Wilson,Bonnie Hunt,117 mins.,7.2
1413,7,Nicholaus Goossen,Comedy,Allen Covert,Linda Cardellini,Shirley Jones,94 mins.,7
1414,9,Jonathan Dayton,Comedy | Drama,Valerie Faris,Steve Carell,Toni Collette,101 mins.,7.9
1415,10,Guillermo del Toro,Drama | Fantasy | War,Ivana Baquero,Ariadna Gil,Sergi López,118 mins.,8.2
1416,11,Mel Gibson,Action | Adventure | Drama | Thriller,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,139 mins.,7.8
1417,12,Florian Henckel von Donnersmarck,Drama | Thriller,Ulrich Mühe,Martina Gedeck,Sebastian Koch,137 mins.,8.5
1418,13,Spike Lee,Crime | Drama | Mystery | Thriller,Denzel Washington,Clive Owen,Jodie Foster,129 mins.,7.6
1419,16,Edward Zwick,Adventure | Drama | Thriller,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,143 mins.,8
1420,21,Alejandro González Iñárritu,Drama,Brad Pitt,Cate Blanchett,Gael García Bernal,143 mins.,7.5
1421,24,Alfonso Cuarón,Drama | Sci-Fi | Thriller,Julianne Moore,Clive Owen,Chiwetel Ejiofor,109 mins.,7.9
1422,25,Neil Burger,Drama | Mystery | Romance | Thriller,Edward Norton,Jessica Biel,Paul Giamatti,110 mins.,7.6
1423,28,Gabriele Muccino,Biography | Drama,Will Smith,Thandie Newton,Jaden Smith,117 mins.,7.9
1424,32,Larry Charles,Comedy,Sacha Baron Cohen,Ken Davitian,Luenell,84 mins.,7.3
1425,33,Tom Tykwer,Crime | Drama | Fantasy,Ben Whishaw,Dustin Hoffman,Alan Rickman,147 mins.,7.5
1426,37,Frank Marshall,Adventure | Drama | Family,Paul Walker,Jason Biggs,Bruce Greenwood,120 mins.,7.3
1427,45,Stephen Frears,Biography | Drama,Helen Mirren,Michael Sheen,James Cromwell,103 mins.,7.4
1428,46,Darren Aronofsky,Drama | Sci-Fi,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,96 mins.,7.3
1429,47,Ericson Core,Biography | Drama | Sport,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,105 mins.,7.1
1430,48,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1431,3,Zack Snyder,Action | Fantasy | War,Gerard Butler,Lena Headey,David Wenham,117 mins.,7.7
1432,5,John Lasseter,Animation | Adventure | Comedy | Family | Sport,Joe Ranft,Owen Wilson,Bonnie Hunt,117 mins.,7.2
1433,6,Nicholaus Goossen,Comedy,Allen Covert,Linda Cardellini,Shirley Jones,94 mins.,7
1434,8,Jonathan Dayton,Comedy | Drama,Valerie Faris,Steve Carell,Toni Collette,101 mins.,7.9
1435,9,Guillermo del Toro,Drama | Fantasy | War,Ivana Baquero,Ariadna Gil,Sergi López,118 mins.,8.2
1436,10,Mel Gibson,Action | Adventure | Drama | Thriller,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,139 mins.,7.8
1437,11,Florian Henckel von Donnersmarck,Drama | Thriller,Ulrich Mühe,Martina Gedeck,Sebastian Koch,137 mins.,8.5
1438,12,Spike Lee,Crime | Drama | Mystery | Thriller,Denzel Washington,Clive Owen,Jodie Foster,129 mins.,7.6
1439,15,Edward Zwick,Adventure | Drama | Thriller,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,143 mins.,8
1440,20,Alejandro González Iñárritu,Drama,Brad Pitt,Cate Blanchett,Gael García Bernal,143 mins.,7.5
1441,23,Alfonso Cuarón,Drama | Sci-Fi | Thriller,Julianne Moore,Clive Owen,Chiwetel Ejiofor,109 mins.,7.9
1442,24,Neil Burger,Drama | Mystery | Romance | Thriller,Edward Norton,Jessica Biel,Paul Giamatti,110 mins.,7.6
1443,27,Gabriele Muccino,Biography | Drama,Will Smith,Thandie Newton,Jaden Smith,117 mins.,7.9
1444,31,Larry Charles,Comedy,Sacha Baron Cohen,Ken Davitian,Luenell,84 mins.,7.3
1445,32,Tom Tykwer,Crime | Drama | Fantasy,Ben Whishaw,Dustin Hoffman,Alan Rickman,147 mins.,7.5
1446,36,Frank Marshall,Adventure | Drama | Family,Paul Walker,Jason Biggs,Bruce Greenwood,120 mins.,7.3
1447,44,Stephen Frears,Biography | Drama,Helen Mirren,Michael Sheen,James Cromwell,103 mins.,7.4
1448,45,Darren Aronofsky,Drama | Sci-Fi,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,96 mins.,7.3
1449,46,Ericson Core,Biography | Drama | Sport,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,105 mins.,7.1
1450,47,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1451,50,Paul McGuigan,Crime | Drama | Mystery | Thriller,Josh Hartnett,Ben Kingsley,Morgan Freeman,110 mins.,7.8
1452,2,Zack Snyder,Action | Fantasy | War,Gerard Butler,Lena Headey,David Wenham,117 mins.,7.7
1453,4,John Lasseter,Animation | Adventure | Comedy | Family | Sport,Joe Ranft,Owen Wilson,Bonnie Hunt,117 mins.,7.2
1454,5,Nicholaus Goossen,Comedy,Allen Covert,Linda Cardellini,Shirley Jones,94 mins.,7
1455,7,Jonathan Dayton,Comedy | Drama,Valerie Faris,Steve Carell,Toni Collette,101 mins.,7.9
1456,8,Guillermo del Toro,Drama | Fantasy | War,Ivana Baquero,Ariadna Gil,Sergi López,118 mins.,8.2
1457,9,Mel Gibson,Action | Adventure | Drama | Thriller,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,139 mins.,7.8
1458,10,Florian Henckel von Donnersmarck,Drama | Thriller,Ulrich Mühe,Martina Gedeck,Sebastian Koch,137 mins.,8.5
1459,11,Spike Lee,Crime | Drama | Mystery | Thriller,Denzel Washington,Clive Owen,Jodie Foster,129 mins.,7.6
1460,14,Edward Zwick,Adventure | Drama | Thriller,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,143 mins.,8
1461,19,Alejandro González Iñárritu,Drama,Brad Pitt,Cate Blanchett,Gael García Bernal,143 mins.,7.5
1462,22,Alfonso Cuarón,Drama | Sci-Fi | Thriller,Julianne Moore,Clive Owen,Chiwetel Ejiofor,109 mins.,7.9
1463,23,Neil Burger,Drama | Mystery | Romance | Thriller,Edward Norton,Jessica Biel,Paul Giamatti,110 mins.,7.6
1464,26,Gabriele Muccino,Biography | Drama,Will Smith,Thandie Newton,Jaden Smith,117 mins.,7.9
1465,30,Larry Charles,Comedy,Sacha Baron Cohen,Ken Davitian,Luenell,84 mins.,7.3
1466,31,Tom Tykwer,Crime | Drama | Fantasy,Ben Whishaw,Dustin Hoffman,Alan Rickman,147 mins.,7.5
1467,35,Frank Marshall,Adventure | Drama | Family,Paul Walker,Jason Biggs,Bruce Greenwood,120 mins.,7.3
1468,43,Stephen Frears,Biography | Drama,Helen Mirren,Michael Sheen,James Cromwell,103 mins.,7.4
1469,44,Darren Aronofsky,Drama | Sci-Fi,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,96 mins.,7.3
1470,45,Ericson Core,Biography | Drama | Sport,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,105 mins.,7.1
1471,46,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1472,49,Paul McGuigan,Crime | Drama | Mystery | Thriller,Josh Hartnett,Ben Kingsley,Morgan Freeman,110 mins.,7.8
1473,1,Zack Snyder,Action | Fantasy | War,Gerard Butler,Lena Headey,David Wenham,117 mins.,7.7
1474,3,John Lasseter,Animation | Adventure | Comedy | Family | Sport,Joe Ranft,Owen Wilson,Bonnie Hunt,117 mins.,7.2
1475,4,Nicholaus Goossen,Comedy,Allen Covert,Linda Cardellini,Shirley Jones,94 mins.,7
1476,6,Jonathan Dayton,Comedy | Drama,Valerie Faris,Steve Carell,Toni Collette,101 mins.,7.9
1477,7,Guillermo del Toro,Drama | Fantasy | War,Ivana Baquero,Ariadna Gil,Sergi López,118 mins.,8.2
1478,8,Mel Gibson,Action | Adventure | Drama | Thriller,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,139 mins.,7.8
1479,9,Florian Henckel von Donnersmarck,Drama | Thriller,Ulrich Mühe,Martina Gedeck,Sebastian Koch,137 mins.,8.5
1480,10,Spike Lee,Crime | Drama | Mystery | Thriller,Denzel Washington,Clive Owen,Jodie Foster,129 mins.,7.6
1481,13,Edward Zwick,Adventure | Drama | Thriller,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,143 mins.,8
1482,18,Alejandro González Iñárritu,Drama,Brad Pitt,Cate Blanchett,Gael García Bernal,143 mins.,7.5
1483,21,Alfonso Cuarón,Drama | Sci-Fi | Thriller,Julianne Moore,Clive Owen,Chiwetel Ejiofor,109 mins.,7.9
1484,22,Neil Burger,Drama | Mystery | Romance | Thriller,Edward Norton,Jessica Biel,Paul Giamatti,110 mins.,7.6
1485,25,Gabriele Muccino,Biography | Drama,Will Smith,Thandie Newton,Jaden Smith,117 mins.,7.9
1486,29,Larry Charles,Comedy,Sacha Baron Cohen,Ken Davitian,Luenell,84 mins.,7.3
1487,30,Tom Tykwer,Crime | Drama | Fantasy,Ben Whishaw,Dustin Hoffman,Alan Rickman,147 mins.,7.5
1488,34,Frank Marshall,Adventure | Drama | Family,Paul Walker,Jason Biggs,Bruce Greenwood,120 mins.,7.3
1489,42,Stephen Frears,Biography | Drama,Helen Mirren,Michael Sheen,James Cromwell,103 mins.,7.4
1490,43,Darren Aronofsky,Drama | Sci-Fi,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,96 mins.,7.3
1491,44,Ericson Core,Biography | Drama | Sport,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,105 mins.,7.1
1492,45,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1493,48,Paul McGuigan,Crime | Drama | Mystery | Thriller,Josh Hartnett,Ben Kingsley,Morgan Freeman,110 mins.,7.8
1494,50,Tarsem Singh,Adventure | Drama | Fantasy,Lee Pace,Catinca Untaru,Justine Waddell,117 mins.,7.9
1495,2,John Lasseter,Animation | Adventure | Comedy | Family | Sport,Joe Ranft,Owen Wilson,Bonnie Hunt,117 mins.,7.2
1496,3,Nicholaus Goossen,Comedy,Allen Covert,Linda Cardellini,Shirley Jones,94 mins.,7
1497,5,Jonathan Dayton,Comedy | Drama,Valerie Faris,Steve Carell,Toni Collette,101 mins.,7.9
1498,6,Guillermo del Toro,Drama | Fantasy | War,Ivana Baquero,Ariadna Gil,Sergi López,118 mins.,8.2
1499,7,Mel Gibson,Action | Adventure | Drama | Thriller,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,139 mins.,7.8
1500,8,Florian Henckel von Donnersmarck,Drama | Thriller,Ulrich Mühe,Martina Gedeck,Sebastian Koch,137 mins.,8.5
1501,9,Spike Lee,Crime | Drama | Mystery | Thriller,Denzel Washington,Clive Owen,Jodie Foster,129 mins.,7.6
1502,12,Edward Zwick,Adventure | Drama | Thriller,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,143 mins.,8
1503,17,Alejandro González Iñárritu,Drama,Brad Pitt,Cate Blanchett,Gael García Bernal,143 mins.,7.5
1504,20,Alfonso Cuarón,Drama | Sci-Fi | Thriller,Julianne Moore,Clive Owen,Chiwetel Ejiofor,109 mins.,7.9
1505,21,Neil Burger,Drama | Mystery | Romance | Thriller,Edward Norton,Jessica Biel,Paul Giamatti,110 mins.,7.6
1506,24,Gabriele Muccino,Biography | Drama,Will Smith,Thandie Newton,Jaden Smith,117 mins.,7.9
1507,28,Larry Charles,Comedy,Sacha Baron Cohen,Ken Davitian,Luenell,84 mins.,7.3
1508,29,Tom Tykwer,Crime | Drama | Fantasy,Ben Whishaw,Dustin Hoffman,Alan Rickman,147 mins.,7.5
1509,33,Frank Marshall,Adventure | Drama | Family,Paul Walker,Jason Biggs,Bruce Greenwood,120 mins.,7.3
1510,41,Stephen Frears,Biography | Drama,Helen Mirren,Michael Sheen,James Cromwell,103 mins.,7.4
1511,42,Darren Aronofsky,Drama | Sci-Fi,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,96 mins.,7.3
1512,43,Ericson Core,Biography | Drama | Sport,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,105 mins.,7.1
1513,44,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1514,47,Paul McGuigan,Crime | Drama | Mystery | Thriller,Josh Hartnett,Ben Kingsley,Morgan Freeman,110 mins.,7.8
1515,49,Tarsem Singh,Adventure | Drama | Fantasy,Lee Pace,Catinca Untaru,Justine Waddell,117 mins.,7.9
1516,1,John Lasseter,Animation | Adventure | Comedy | Family | Sport,Joe Ranft,Owen Wilson,Bonnie Hunt,117 mins.,7.2
1517,2,Nicholaus Goossen,Comedy,Allen Covert,Linda Cardellini,Shirley Jones,94 mins.,7
1518,4,Jonathan Dayton,Comedy | Drama,Valerie Faris,Steve Carell,Toni Collette,101 mins.,7.9
1519,5,Guillermo del Toro,Drama | Fantasy | War,Ivana Baquero,Ariadna Gil,Sergi López,118 mins.,8.2
1520,6,Mel Gibson,Action | Adventure | Drama | Thriller,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,139 mins.,7.8
1521,7,Florian Henckel von Donnersmarck,Drama | Thriller,Ulrich Mühe,Martina Gedeck,Sebastian Koch,137 mins.,8.5
1522,8,Spike Lee,Crime | Drama | Mystery | Thriller,Denzel Washington,Clive Owen,Jodie Foster,129 mins.,7.6
1523,11,Edward Zwick,Adventure | Drama | Thriller,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,143 mins.,8
1524,16,Alejandro González Iñárritu,Drama,Brad Pitt,Cate Blanchett,Gael García Bernal,143 mins.,7.5
1525,19,Alfonso Cuarón,Drama | Sci-Fi | Thriller,Julianne Moore,Clive Owen,Chiwetel Ejiofor,109 mins.,7.9
1526,20,Neil Burger,Drama | Mystery | Romance | Thriller,Edward Norton,Jessica Biel,Paul Giamatti,110 mins.,7.6
1527,23,Gabriele Muccino,Biography | Drama,Will Smith,Thandie Newton,Jaden Smith,117 mins.,7.9
1528,27,Larry Charles,Comedy,Sacha Baron Cohen,Ken Davitian,Luenell,84 mins.,7.3
1529,28,Tom Tykwer,Crime | Drama | Fantasy,Ben Whishaw,Dustin Hoffman,Alan Rickman,147 mins.,7.5
1530,32,Frank Marshall,Adventure | Drama | Family,Paul Walker,Jason Biggs,Bruce Greenwood,120 mins.,7.3
1531,40,Stephen Frears,Biography | Drama,Helen Mirren,Michael Sheen,James Cromwell,103 mins.,7.4
1532,41,Darren Aronofsky,Drama | Sci-Fi,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,96 mins.,7.3
1533,42,Ericson Core,Biography | Drama | Sport,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,105 mins.,7.1
1534,43,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1535,46,Paul McGuigan,Crime | Drama | Mystery | Thriller,Josh Hartnett,Ben Kingsley,Morgan Freeman,110 mins.,7.8
1536,48,Tarsem Singh,Adventure | Drama | Fantasy,Lee Pace,Catinca Untaru,Justine Waddell,117 mins.,7.9
1537,1,Nicholaus Goossen,Comedy,Allen Covert,Linda Cardellini,Shirley Jones,94 mins.,7
1538,3,Jonathan Dayton,Comedy | Drama,Valerie Faris,Steve Carell,Toni Collette,101 mins.,7.9
1539,4,Guillermo del Toro,Drama | Fantasy | War,Ivana Baquero,Ariadna Gil,Sergi López,118 mins.,8.2
1540,5,Mel Gibson,Action | Adventure | Drama | Thriller,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,139 mins.,7.8
1541,6,Florian Henckel von Donnersmarck,Drama | Thriller,Ulrich Mühe,Martina Gedeck,Sebastian Koch,137 mins.,8.5
1542,7,Spike Lee,Crime | Drama | Mystery | Thriller,Denzel Washington,Clive Owen,Jodie Foster,129 mins.,7.6
1543,10,Edward Zwick,Adventure | Drama | Thriller,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,143 mins.,8
1544,15,Alejandro González Iñárritu,Drama,Brad Pitt,Cate Blanchett,Gael García Bernal,143 mins.,7.5
1545,18,Alfonso Cuarón,Drama | Sci-Fi | Thriller,Julianne Moore,Clive Owen,Chiwetel Ejiofor,109 mins.,7.9
1546,19,Neil Burger,Drama | Mystery | Romance | Thriller,Edward Norton,Jessica Biel,Paul Giamatti,110 mins.,7.6
1547,22,Gabriele Muccino,Biography | Drama,Will Smith,Thandie Newton,Jaden Smith,117 mins.,7.9
1548,26,Larry Charles,Comedy,Sacha Baron Cohen,Ken Davitian,Luenell,84 mins.,7.3
1549,27,Tom Tykwer,Crime | Drama | Fantasy,Ben Whishaw,Dustin Hoffman,Alan Rickman,147 mins.,7.5
1550,31,Frank Marshall,Adventure | Drama | Family,Paul Walker,Jason Biggs,Bruce Greenwood,120 mins.,7.3
1551,39,Stephen Frears,Biography | Drama,Helen Mirren,Michael Sheen,James Cromwell,103 mins.,7.4
1552,40,Darren Aronofsky,Drama | Sci-Fi,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,96 mins.,7.3
1553,41,Ericson Core,Biography | Drama | Sport,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,105 mins.,7.1
1554,42,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1555,45,Paul McGuigan,Crime | Drama | Mystery | Thriller,Josh Hartnett,Ben Kingsley,Morgan Freeman,110 mins.,7.8
1556,47,Tarsem Singh,Adventure | Drama | Fantasy,Lee Pace,Catinca Untaru,Justine Waddell,117 mins.,7.9
1557,2,Jonathan Dayton,Comedy | Drama,Valerie Faris,Steve Carell,Toni Collette,101 mins.,7.9
1558,3,Guillermo del Toro,Drama | Fantasy | War,Ivana Baquero,Ariadna Gil,Sergi López,118 mins.,8.2
1559,4,Mel Gibson,Action | Adventure | Drama | Thriller,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,139 mins.,7.8
1560,5,Florian Henckel von Donnersmarck,Drama | Thriller,Ulrich Mühe,Martina Gedeck,Sebastian Koch,137 mins.,8.5
1561,6,Spike Lee,Crime | Drama | Mystery | Thriller,Denzel Washington,Clive Owen,Jodie Foster,129 mins.,7.6
1562,9,Edward Zwick,Adventure | Drama | Thriller,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,143 mins.,8
1563,14,Alejandro González Iñárritu,Drama,Brad Pitt,Cate Blanchett,Gael García Bernal,143 mins.,7.5
1564,17,Alfonso Cuarón,Drama | Sci-Fi | Thriller,Julianne Moore,Clive Owen,Chiwetel Ejiofor,109 mins.,7.9
1565,18,Neil Burger,Drama | Mystery | Romance | Thriller,Edward Norton,Jessica Biel,Paul Giamatti,110 mins.,7.6
1566,21,Gabriele Muccino,Biography | Drama,Will Smith,Thandie Newton,Jaden Smith,117 mins.,7.9
1567,25,Larry Charles,Comedy,Sacha Baron Cohen,Ken Davitian,Luenell,84 mins.,7.3
1568,26,Tom Tykwer,Crime | Drama | Fantasy,Ben Whishaw,Dustin Hoffman,Alan Rickman,147 mins.,7.5
1569,30,Frank Marshall,Adventure | Drama | Family,Paul Walker,Jason Biggs,Bruce Greenwood,120 mins.,7.3
1570,38,Stephen Frears,Biography | Drama,Helen Mirren,Michael Sheen,James Cromwell,103 mins.,7.4
1571,39,Darren Aronofsky,Drama | Sci-Fi,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,96 mins.,7.3
1572,40,Ericson Core,Biography | Drama | Sport,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,105 mins.,7.1
1573,41,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1574,44,Paul McGuigan,Crime | Drama | Mystery | Thriller,Josh Hartnett,Ben Kingsley,Morgan Freeman,110 mins.,7.8
1575,46,Tarsem Singh,Adventure | Drama | Fantasy,Lee Pace,Catinca Untaru,Justine Waddell,117 mins.,7.9
1576,50,Kevin Macdonald,Biography | Drama | History,James McAvoy,Forest Whitaker,Gillian Anderson,121 mins.,7.7
1577,1,Jonathan Dayton,Comedy | Drama,Valerie Faris,Steve Carell,Toni Collette,101 mins.,7.9
1578,2,Guillermo del Toro,Drama | Fantasy | War,Ivana Baquero,Ariadna Gil,Sergi López,118 mins.,8.2
1579,3,Mel Gibson,Action | Adventure | Drama | Thriller,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,139 mins.,7.8
1580,4,Florian Henckel von Donnersmarck,Drama | Thriller,Ulrich Mühe,Martina Gedeck,Sebastian Koch,137 mins.,8.5
1581,5,Spike Lee,Crime | Drama | Mystery | Thriller,Denzel Washington,Clive Owen,Jodie Foster,129 mins.,7.6
1582,8,Edward Zwick,Adventure | Drama | Thriller,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,143 mins.,8
1583,13,Alejandro González Iñárritu,Drama,Brad Pitt,Cate Blanchett,Gael García Bernal,143 mins.,7.5
1584,16,Alfonso Cuarón,Drama | Sci-Fi | Thriller,Julianne Moore,Clive Owen,Chiwetel Ejiofor,109 mins.,7.9
1585,17,Neil Burger,Drama | Mystery | Romance | Thriller,Edward Norton,Jessica Biel,Paul Giamatti,110 mins.,7.6
1586,20,Gabriele Muccino,Biography | Drama,Will Smith,Thandie Newton,Jaden Smith,117 mins.,7.9
1587,24,Larry Charles,Comedy,Sacha Baron Cohen,Ken Davitian,Luenell,84 mins.,7.3
1588,25,Tom Tykwer,Crime | Drama | Fantasy,Ben Whishaw,Dustin Hoffman,Alan Rickman,147 mins.,7.5
1589,29,Frank Marshall,Adventure | Drama | Family,Paul Walker,Jason Biggs,Bruce Greenwood,120 mins.,7.3
1590,37,Stephen Frears,Biography | Drama,Helen Mirren,Michael Sheen,James Cromwell,103 mins.,7.4
1591,38,Darren Aronofsky,Drama | Sci-Fi,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,96 mins.,7.3
1592,39,Ericson Core,Biography | Drama | Sport,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,105 mins.,7.1
1593,40,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1594,43,Paul McGuigan,Crime | Drama | Mystery | Thriller,Josh Hartnett,Ben Kingsley,Morgan Freeman,110 mins.,7.8
1595,45,Tarsem Singh,Adventure | Drama | Fantasy,Lee Pace,Catinca Untaru,Justine Waddell,117 mins.,7.9
1596,49,Kevin Macdonald,Biography | Drama | History,James McAvoy,Forest Whitaker,Gillian Anderson,121 mins.,7.7
1597,1,Guillermo del Toro,Drama | Fantasy | War,Ivana Baquero,Ariadna Gil,Sergi López,118 mins.,8.2
1598,2,Mel Gibson,Action | Adventure | Drama | Thriller,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,139 mins.,7.8
1599,3,Florian Henckel von Donnersmarck,Drama | Thriller,Ulrich Mühe,Martina Gedeck,Sebastian Koch,137 mins.,8.5
1600,4,Spike Lee,Crime | Drama | Mystery | Thriller,Denzel Washington,Clive Owen,Jodie Foster,129 mins.,7.6
1601,7,Edward Zwick,Adventure | Drama | Thriller,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,143 mins.,8
1602,12,Alejandro González Iñárritu,Drama,Brad Pitt,Cate Blanchett,Gael García Bernal,143 mins.,7.5
1603,15,Alfonso Cuarón,Drama | Sci-Fi | Thriller,Julianne Moore,Clive Owen,Chiwetel Ejiofor,109 mins.,7.9
1604,16,Neil Burger,Drama | Mystery | Romance | Thriller,Edward Norton,Jessica Biel,Paul Giamatti,110 mins.,7.6
1605,19,Gabriele Muccino,Biography | Drama,Will Smith,Thandie Newton,Jaden Smith,117 mins.,7.9
1606,23,Larry Charles,Comedy,Sacha Baron Cohen,Ken Davitian,Luenell,84 mins.,7.3
1607,24,Tom Tykwer,Crime | Drama | Fantasy,Ben Whishaw,Dustin Hoffman,Alan Rickman,147 mins.,7.5
1608,28,Frank Marshall,Adventure | Drama | Family,Paul Walker,Jason Biggs,Bruce Greenwood,120 mins.,7.3
1609,36,Stephen Frears,Biography | Drama,Helen Mirren,Michael Sheen,James Cromwell,103 mins.,7.4
1610,37,Darren Aronofsky,Drama | Sci-Fi,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,96 mins.,7.3
1611,38,Ericson Core,Biography | Drama | Sport,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,105 mins.,7.1
1612,39,Tony Scott,Action | Sci-Fi | Thriller,Denzel Washington,Paula Patton,Jim Caviezel,126 mins.,7
1613,42,Paul McGuigan,Crime | Drama | Mystery | Thriller,Josh Hartnett,Ben Kingsley,Morgan Freeman,110 mins.,7.8
